 ,Order,SubOrder,Binomial,Genus,epithet,valid (reptile database; February 2018),main biogeographic Realm,Latitude centroid (from Roll et al. 2017),Longitude centroid (from Roll et al. 2017),insular endemic,maximum SVL,female SVL,hatchling/neonate SVL,reproductive mode,clutch size,smallest clutch,largest clutch,smallest mean clutch size,largest mean clutch size,breeding age (months),youngest age at first breeding (months),oldest age at first breeding (months),Family,IUCN redlist assessment,Longevity,"ref for longevity (if animladiversity.org, just put 1, 2 for https://www.demogr.mpg.de/longevityrecords/)"
Reptilia,Squamata,Lacertilla,Bronchocela burmana,Bronchocela,burmana,yes,Oriental,11.17,98.95,no,92.7,80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela celebensis,Bronchocela,celebensis,yes,Oceania,-2.06,119.77,yes,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela cristatella,Bronchocela,cristatella,yes,Oriental,2.18,110.33,no,130,92.2,35.8,Oviparous,"1-2 (Gaulke 2011), 2 in 11 females (Goldberg and Grismer 2014)",1,4,2,2,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela danieli,Bronchocela,danieli,yes,Oriental,7.02,93.81,yes,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela hayeki,Bronchocela,hayeki,yes,Oriental,3.35,98.34,yes,120.4,77,NA,Oviparous,NA,2,2,2,2,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela jubata,Bronchocela,jubata,yes,Oriental,-1.31,116.72,no,150,NA,NA,Oviparous,"2 (e.g., Somaweera 2017)",2,2,2,2,NA,NA,NA,Agamidae,LC,,
Reptilia,Squamata,Lacertilla,Bronchocela marmorata,Bronchocela,marmorata,yes,Oriental,14.72,121.7,yes,125,NA,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Agamidae,DD,,
Reptilia,Squamata,Lacertilla,Bronchocela orlovi,Bronchocela,orlovi,yes,Oriental,14.33,108.6,no,109.6,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela rayaensis,Bronchocela,rayaensis,yes,Oriental,8.06,98.48,no,85.4,84.3,NA,Oviparous,"2 (n=1, Grismer et al. 2015)",2,2,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela rubrigularis,Bronchocela,rubrigularis,yes,Oriental,8.16,93.35,yes,106.4,85.1,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela shenlong,Bronchocela,shenlong,yes,Oriental,4.57,101.15,no,106,101.7,NA,Oviparous,"2 (Goldberg and Grismer 2017, n=4)",2,2,2,2,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Bronchocela smaragdina,Bronchocela,smaragdina,yes,Oriental,12.41,107.58,no,120,106.8,NA,Oviparous,2-4 (Vassilieva et al. 2016),2,4,NA,NA,NA,NA,NA,Agamidae,VU,,
Reptilia,Squamata,Lacertilla,Bronchocela vietnamensis,Bronchocela,vietnamensis,yes,Oriental,13.79,108.46,no,122,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agamidae,NE,,
Reptilia,Squamata,Lacertilla,Brookesia ambreensis,Brookesia,ambreensis,yes,Madagascar,-12.51,49.17,yes,55,53.5,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia antakarana,Brookesia,antakarana,yes,Madagascar,-12.51,49.16,yes,58,53.8,NA,Oviparous,NA,3,5,4,5,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia bekolosy,Brookesia,bekolosy,yes,Madagascar,-14.05,48.3,yes,34,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia betschi,Brookesia,betschi,yes,Madagascar,-14.17,49.16,yes,42,36.5,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia bonsi,Brookesia,bonsi,yes,Madagascar,-16.46,45.34,yes,38,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,CR,,
Reptilia,Squamata,Lacertilla,Brookesia brunoi,Brookesia,brunoi,yes,Madagascar,-21.85,46.86,yes,42.8,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia brygooi,Brookesia,brygooi,yes,Madagascar,-19.31,44.96,yes,52,49,NA,Oviparous,NA,2,5,NA,NA,NA,12,12,Chamaeleonidae,LC,,
Reptilia,Squamata,Lacertilla,Brookesia confidens,Brookesia,confidens,yes,Madagascar,-12.96,49.12,yes,22.6,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia decaryi,Brookesia,decaryi,yes,Madagascar,-16.31,46.94,yes,53,53,NA,Oviparous,NA,2,5,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia dentata,Brookesia,dentata,yes,Madagascar,-16.34,46.9,yes,23,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia desperata,Brookesia,desperata,yes,Madagascar,-12.46,49.2,yes,30,28.8,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Chamaeleonidae,CR,,
Reptilia,Squamata,Lacertilla,Brookesia ebenaui,Brookesia,ebenaui,yes,Madagascar,-13.38,49.07,yes,52,48.8,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,VU,,
Reptilia,Squamata,Lacertilla,Brookesia exarmata,Brookesia,exarmata,yes,Madagascar,-18.68,44.77,yes,26.5,24.5,NA,Oviparous,NA,2,2,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia griveaudi,Brookesia,griveaudi,yes,Madagascar,-14.44,49.88,yes,64,59,NA,Oviparous,NA,3,4,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia karchei,Brookesia,karchei,yes,Madagascar,-14.44,49.71,yes,30.7,22.8,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia lambertoni,Brookesia,lambertoni,yes,Madagascar,-18.08,48.9,yes,44,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,DD,,
Reptilia,Squamata,Lacertilla,Brookesia lineata,Brookesia,lineata,yes,Madagascar,-13.97,48.65,yes,45,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia micra,Brookesia,micra,yes,Madagascar,-12.24,49.01,yes,19.9,18.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,NT,,
Reptilia,Squamata,Lacertilla,Brookesia minima,Brookesia,minima,yes,Madagascar,-13.93,48.38,yes,25,19,NA,Oviparous,"2 (e.g., Schmidt and Simon 1988)",2,2,2,2,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia perarmata,Brookesia,perarmata,yes,Madagascar,-18.78,44.8,yes,66,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
Reptilia,Squamata,Lacertilla,Brookesia peyrierasi,Brookesia,peyrierasi,yes,Madagascar,-15.53,50.18,yes,27.4,23.4,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Chamaeleonidae,EN,,
